genome	kingdom	phylum	class	order	family	genus	species
G000420065	2	201174	1760	2037	2049	184869	184870
G000420085	2	1224	28221	213118	213119	53328	53329
G000420145	2	1224	28211	204455	31989	265	187400
G000420205	2	1239	91061	1385	186817	1386	1398
G000420245	2	1224	1236	135622	267894	67572	211669
G000420265	2	1224	28211	204455	69657	153232	153233
G000420285	2	1224	1236	1706369	1706371	447467	447471
G000420305	2	1224	28211	204457	41297	165697	279369
G000420325	2	1224	1236	1706369	1706375	630749	454602
G000420345	2	1239	526524	526525	128827	1573536	1323
G000420365	2	1239	91061	186826	81850	46255	1615
G000420385	2	1224	28221	213113	117942	84404	1279027
G000420405	2	201174	1760	2037	2049	1654	33007
G000420425	2	201174	1760	2037	2049	1654	183916
G000420445	2	201174	1760	2037	2049	1653174	190146
G000420465	2	1224	28221	213115	194924	872	876
G000420485	2	1224	28221	213115	194924	872	889
G000420505	2	201174	1760	85004	31953	419014	419015
G000420525	2	1224	28216	206351	1499392	187	190
G000420545	2	1224	1236	135614	32033	490567	498055
G000420585	2	201174	1760	85007	1653	1716	1721
G000420605	2	201174	1760	85007	1653	1716	441501
G000420625	2	1224	28211	204441	41295	1121829	1121832
G000420645	2	1224	1236	1775403	568386	64001	64002
G000420665	2	1224	28211	204455	69657	1123044	1123045
G000420705	2	976	768503	768507	1853232	89966	223903
G000420725	2	1239	91061	1385	186817	1370	301092
G000420745	2	1224	28211	204455	31989	238783	77008
G000420765	2	1224	28211	204457	41297	362865	210512
G000420805	2	201174	1760	85006	1268	225447	225453
G000420825	2	1239	186801	186802	186803	830	1280663
G000420845	2	1239	186801	186802	186803	830	1280666
G000420905	2	1239	186801	186802	186803	830	1280670
G000420945	2	1239	186801	186802	186803	830	1280679
G000421005	2	1239	186801	186802	0	0	877414
G000421045	2	1239	186801	186802	186803	0	877424
G000421065	2	57723	204432	204433	204434	0	278963
G000421105	2	200930	68337	191393	191394	46200	1304888
G000421145	2	201174	1760	85006	85023	501022	501023
G000421165	2	1224	1236	135622	72275	2742	262077
G000421185	2	201174	1760	85006	85021	125287	384677
G000421225	2	201174	1760	85006	1331736	626119	366586
G000421245	2	201174	1760	85006	85021	265976	247333
G000421265	2	1224	28211	204441	41295	168934	168935
G000421285	2	1224	28221	213118	213119	115780	115781
G000421325	2	1224	28211	0	0	0	1009709
G000421345	2	203691	203692	136	137	157	163
G000421405	2	1239	186801	186802	186803	830	1280683
G000421445	2	201174	1760	85013	74712	1854	1283283
G000421465	2	1224	1236	135618	1486721	244364	244365
G000421485	2	200783	187857	1485951	558314	64159	1158318
G000421525	2	201174	1760	85009	31957	396388	396389
G000421545	2	201174	1760	85006	85023	33877	279572
G000421565	2	201174	1760	85006	85023	33877	293890
G000421585	2	200940	67799	188710	188711	241192	501497
G000421605	2	200940	67799	188710	188711	1740	886
G000421625	2	1297	188787	68933	188786	270	540988
G000421665	2	1239	91061	186826	81852	697279	549685
G000421745	2	201174	1760	85006	1268	57494	515814
G000421765	2	1224	1236	72274	135621	286	521720
G000421825	2	201174	1760	85006	85023	427753	427754
G000421885	2	1239	91061	1385	186824	292635	37482
G000421965	2	1239	186801	186802	541000	1508657	29362
G000422085	2	1224	1236	91347	1903411	613	614
G000422165	2	1239	91061	186826	33958	1578	1587
G000422205	2	1224	28221	213115	194924	872	941449
G000422245	2	1224	28221	213115	194924	872	293256
G000422265	2	976	117743	200644	49546	59732	493376
G000422285	2	1224	28221	213118	213119	1549126	90728
G000422305	2	1224	1236	135614	32033	83614	83615
G000422325	2	1224	1236	135619	135620	64968	64974
G000422345	2	1224	1236	1706369	1706375	630749	354246
G000422365	2	976	117743	200644	49546	444051	393060
G000422385	2	201174	1760	85006	85023	33882	358100
G000422405	2	201174	1760	85006	85023	33882	451764
G000422425	2	1224	1236	135619	135620	965	64976
G000422445	2	1239	91061	1385	186822	44249	311244
G000422465	2	1239	91061	1385	186822	44249	306543
G000422485	2	1239	91061	1385	186822	44249	217090
G000422505	2	1239	91061	1385	186822	44249	669462
G000422525	2	1224	28221	213115	194924	1912771	126333
G000422565	2	1224	28221	213115	194924	872	81425
G000422585	2	976	768503	768507	1937968	1937999	1002
G000422625	2	201174	84998	1643822	1643826	580024	580026
G000422645	2	1224	1236	135622	267892	44011	364764
G000422665	2	1224	1236	135622	267892	44011	394566
G000422685	2	976	117743	200644	49546	237	206041
G000422705	2	976	117743	200644	49546	237	344881
G000422725	2	976	117743	200644	49546	237	426226
G000422745	2	201174	1760	85006	85023	33882	159896
G000422765	2	1224	1236	135619	135620	75687	417574
G000422785	2	1224	28211	204455	31989	500577	197461
G000422805	2	201174	1760	85009	85015	1839	433660
G000422825	2	201174	1760	85009	85015	1839	394734
G000422845	2	1224	1236	135619	135620	196079	64972
G000422865	2	1224	1236	135619	135620	965	64977
G000422885	2	1224	28216	80840	80864	219181	219182
G000422905	2	1239	91061	1385	186822	44249	59839
G000422925	2	1224	28216	206351	1499392	400060	400061
G000422945	2	976	117747	200666	84566	84567	1122943
G000422965	2	1224	28211	356	31993	261933	261934
G000422985	2	1224	28211	204457	335929	1111	196588
G000423005	2	976	117743	200644	49546	49279	169050
G000423025	2	201174	1760	85007	85026	2053	376351
G000423045	2	976	117743	200644	49546	292691	326069
G000423085	2	201174	1760	85009	31957	448176	266854
G000423105	2	1239	91061	1385	186817	392825	392827
G000423125	2	1224	1236	1706369	1706372	475794	287487
G000423145	2	1239	1737404	1737405	1570339	31983	241555
G000423165	2	1224	1236	135622	267893	135575	431675
G000423185	2	1224	28211	204441	41295	171673	171674
G000423205	2	201174	1760	85006	85022	43673	262806
G000423225	2	1224	28211	356	82115	166953	166954
G000423245	2	1239	91061	186826	33958	1578	395085
G000423265	2	1239	91061	186826	33958	1578	228229
G000423305	2	1224	1236	118969	444	445	39962
G000423325	2	1224	1236	135614	32033	68	391738
G000423345	2	1224	1236	1706369	1706371	359337	306546
G000423365	2	1224	28211	356	45401	623276	454601
G000423385	2	1239	909932	909929	1843491	158846	158847
G000423405	2	976	117743	200644	49546	232115	369791
G000423425	2	1297	188787	68933	188786	65551	604332
G000423445	2	201174	1760	85009	31957	1912215	1751
G000423465	2	201174	1760	85009	85015	348581	348582
G000423485	2	201174	1760	85009	31957	203133	33012
G000423505	2	201174	1760	85006	85023	255204	452623
G000423525	2	1239	186801	186802	186804	181069	181070
G000423565	2	976	768503	768507	89373	105	94255
G000423585	2	976	117743	200644	49546	561367	438596
G000423605	2	1224	1236	135619	255527	231683	169438
G000423625	2	201174	1760	85010	2070	1847	54010
G000423645	2	1224	28211	204455	31989	659427	552061
G000423665	2	201174	1497346	588673	320599	207599	363832
G000423705	2	1224	28211	204455	31989	152161	71235
G000423725	2	1239	91061	186826	1300	1301	231233
G000423745	2	1239	91061	186826	1300	1301	456876
G000423765	2	1239	91061	186826	1300	1301	502567
G000423785	2	1239	91061	186826	81852	51668	64642
G000423805	2	1224	28211	204441	41295	526215	455360
G000423825	2	1224	1807140	225057	225059	119979	929
G000423845	2	200940	67799	188710	188711	1740	53424
G000423865	2	40117	203693	189778	189779	28261	340095
G000423885	2	1224	1236	135614	32033	141948	215690
G000423905	2	1297	188787	68933	188786	270	88190
G000423925	2	1239	186801	186802	186803	830	1280664
G000424025	2	1239	186801	186802	31979	1485	29363
G000424105	2	1239	186801	186802	186803	28050	28051
G000424145	2	1239	186801	186802	186803	830	1280672
G000424165	2	1239	186801	186802	186803	830	1280673
G000424185	2	976	200643	171549	171552	838	1280674
G000424205	2	1239	186801	186802	31979	1485	1529
G000424265	2	1239	186801	186802	186803	830	1280676
G000424365	2	1239	186801	186802	186803	0	877421
G000424385	2	1239	186801	186802	186803	830	1280680
G000424425	2	1239	186801	186802	186803	830	831
G000424445	2	1239	186801	186802	186803	265975	689781
G000424465	2	1239	186801	186802	186803	830	185008
G000424485	2	1239	186801	186802	186803	830	1280681
G000424525	2	1239	186801	186802	186803	830	1280684
G000424545	2	1239	186801	186802	186803	830	1280685
G000424585	2	1239	186801	186802	186803	830	1280686
G000424605	2	976	200643	171549	171552	838	77095
G000424625	2	201174	1497346	588673	320583	191494	191495
G000424665	2	976	117743	200644	49546	561367	470866
G000424785	2	201174	1760	85011	2062	1883	1288080
G000424825	2	201174	1760	85011	2062	1883	1288082
G000424845	2	201174	1760	85011	2062	1883	1288083
G000424965	2	201174	1760	85011	2062	1883	1289387
G000424985	2	976	117743	200644	49546	178469	86104
G000425005	2	1239	526524	526525	128827	123375	102148
G000425065	2	201174	1760	85012	2012	1988	31962
G000425105	2	201174	1760	85006	85023	46352	341722
G000425125	2	1239	91061	1385	186822	44249	401638
G000425145	2	976	117747	200666	84566	84567	1122941
G000425165	2	1224	1236	135623	641	657	265726
G000425185	2	1224	28211	356	31993	261933	257440
G000425205	2	1239	91061	1385	186817	289201	516704
G000425225	2	1239	91061	1385	186817	289201	273164
G000425265	2	1224	28221	213115	194924	872	82171
G000425285	2	201174	1760	85009	31957	1912215	1749
G000425305	2	976	117743	200644	49546	49277	49278
G000425345	2	1224	1236	135613	1046	67575	67576
G000425365	2	1224	28211	204441	433	182402	182403
G000425385	2	1224	28216	80840	75682	1522432	246602
G000425405	2	1224	1236	135622	267892	44011	364763
G000425465	2	976	117743	200644	49546	237	370974
G000425505	2	976	117743	200644	49546	237	99286
G000425525	2	1239	186801	186802	541000	1263	438033
G000425545	2	1239	91061	1385	186818	1569	1571
G000425565	2	1224	28216	119069	206349	203470	203471
G000425585	2	976	1853228	1853229	563835	296051	249
G000425625	2	1224	1236	72274	135621	286	291995
G000425645	2	976	117743	200644	49546	311207	311208
G000425685	2	201174	1760	85006	85023	256818	256821
G000425705	2	1239	91061	1385	186817	45667	302481
G000425725	2	1224	1236	135619	28256	2745	176290
G000425825	2	1239	91061	1385	90964	227979	516700
G000425845	2	1239	91061	1385	90964	227979	157228
G000425865	2	1239	91061	186826	186828	633405	515351
G000425885	2	1239	91061	186826	33958	1578	304207
G000425905	2	1239	91061	186826	33958	1578	116089
G000425945	2	201174	1497346	588673	320599	207599	1298857
G000426005	2	1224	1236	135614	32033	68	1298861
G000426045	2	201174	1760	85009	85015	86795	1298863
G000426085	2	1239	91061	1385	186817	1386	1298866
G000426125	2	1224	28216	80840	80864	0	1298913
G000426225	2	1224	28221	213118	213119	153027	153026
G000426285	2	1224	28211	356	82115	379	29450
G000426305	2	1239	186801	186802	543314	109326	109327
G000426325	2	201174	1760	85011	2062	1883	1305837
G000426365	2	1224	1236	135614	32033	490567	370776
G000426385	2	201174	1760	85006	85021	267408	229480
G000426445	2	201174	1760	85006	85019	1696	417948
G000426465	2	976	117743	200644	49546	59732	365343
G000426485	2	976	200643	171549	171551	156973	45254
G000426505	2	1224	28211	204441	41295	390876	390877
G000426525	2	201174	1760	85009	85015	1839	281714
G000426545	2	1239	91061	1385	186822	44249	363858
G000426565	2	976	200643	171549	171552	838	77768
G000426585	2	976	200643	171549	171552	838	305719
G000426605	2	201174	1760	85009	31957	1743	556499
G000426625	2	32066	203490	203491	203492	623282	271091
G000426645	2	201174	1760	1643684	85031	53460	459515
G000426665	2	1239	909932	909929	1843491	970	671224
G000426685	2	1224	1236	1775403	568386	413435	415849
G000426705	2	203691	203692	136	137	146	504483
G000426725	2	976	768503	768507	89373	1011	153721
G000426745	2	1239	909932	1843489	31977	29465	187328
G000426765	2	1224	1236	135623	641	662	335972
G000426805	2	1224	1236	1706369	1706371	2425	2426
G000426825	2	976	768503	768507	1853233	28194	55505
G000426885	2	1224	1236	72274	468	475	90240
G000426925	2	1117	0	1161	1892259	748770	109265
G000427095	2	67819	1077257	1077263	1077264	1077265	454171
G000427295	2	976	768503	768507	563798	68288	1350429
G000427335	2	976	117743	200644	49546	286104	1344585
G000427365	2	976	200643	171549	171550	28138	28139
G000427385	2	1224	1236	135618	403	73778	73780
G000427405	2	976	768503	768507	89373	101	103
G000427425	2	1239	186801	68295	186814	862261	44256
G000427445	2	1224	28211	356	45404	184923	133552
G000427565	2	1239	186801	68295	186814	129957	54265
G000427625	2	1224	1236	135618	403	429	415
G000427645	2	1224	28211	204457	41297	13687	257003
G000427665	2	1224	28211	0	0	489140	404900
G000427685	2157	28890	183963	1644055	1644056	376170	376171
G000427785	2	1224	28216	80840	75682	149698	286638
G000427805	2	1224	1236	91347	1903416	82978	82979
G000427825	2	201174	1760	85010	2070	37924	37926
G000427865	2	201174	1760	85007	1653	1716	489915
G000427885	2	201174	1760	85014	85034	58113	58116
G000427905	2	201174	1760	85010	2070	37924	37925
G000427965	2	976	117747	200666	84566	376469	376470
G000428045	2	1224	1236	0	0	349742	191960
G000428065	2	1239	91061	1385	186824	471798	139808
G000428125	2	976	200643	171549	815	816	477666
G000428145	2	1224	28216	206351	1499392	551208	1121276
G000428165	2	1239	91061	1385	186817	1386	1167731
G000428305	2	74201	0	0	0	0	939126
G000428345	2	201174	1760	0	0	0	938467
G000428465	2	1224	28216	80840	119060	240411	356302
G000428525	2	1224	28211	204455	69657	574559	287478
G000428565	2	976	200643	171549	171551	375288	574930
G000428585	2	1224	1236	135619	224379	202771	202772
G000428685	2	201174	1760	2037	2049	1654	52774
G000428705	2	544448	31969	186329	2146	2147	29552
G000428745	2	1239	909932	1843489	31977	29465	464322
G000428765	2	1224	28211	204458	76892	41275	370977
G000428785	2	1224	28216	206351	481	334107	211502
G000428805	2	201174	1760	85007	1653	1716	556548
G000428825	2	1224	28221	213115	213116	898	29503
G000428845	2	976	768503	768507	89373	120831	492736
G000428865	2	1239	91061	186826	186827	171412	88132
G000428885	2	57723	533205	574975	574976	44675	44676
G000428905	2	1224	1236	135622	72275	89404	56807
G000428925	2	1239	91061	186826	33958	1578	231049
G000428945	2	201174	1760	85008	28056	1121254	53368
G000428985	2	1224	1236	135619	135620	48075	404770
G000429005	2	1224	28211	204457	41297	165696	505248
G000429025	2	201174	1760	85010	2070	1847	103441
G000429045	2	1224	28211	356	41294	690086	552063
G000429065	2	1224	1236	135614	32033	292713	265429
G000429085	2	201174	1760	85011	2062	1883	67298
G000429105	2	201174	1760	2037	2049	1654	121163
G000429125	2	976	117743	200644	49546	153265	487317
G000429145	2	1224	1236	135622	72275	249523	226010
G000429165	2	1224	28211	204441	433	434	285268
G000429205	2	201174	1760	2037	2049	1653174	59505
G000429225	2	201174	1760	2037	2049	1654	272548
G000429265	2	201174	1760	2037	2049	1654	52769
G000429305	2	1224	28221	213115	194924	872	102109
G000429325	2	1224	28221	213115	194924	872	270496
G000429345	2	1239	186801	68295	186814	418453	348842
G000429365	2	1224	28211	204455	31989	1649481	337702
G000429405	2	976	768503	768507	563798	246875	264027
G000429425	2	976	768503	768507	563798	246875	226504
G000429445	2	976	768503	768507	563798	246875	344884
G000429465	2	976	768503	768507	563798	246875	426371
G000429485	2	1224	1236	135622	72275	882379	561965
G000429525	2	1239	91061	1385	186823	29330	392016
G000429545	2	976	117743	200644	49546	178469	228955
G000429565	2	1224	1236	91347	1903414	637	638
G000429585	2	1239	91061	186826	186828	269773	269774
G000429605	2	1224	28216	206389	75787	146936	418702
G000429625	2	1224	28211	204441	41295	191	34010
G000429645	2	1224	28211	204441	41295	1543704	34011
G000429665	2	1224	28216	206389	75787	146935	146938
G000429685	2	1239	91061	1385	186817	1386	384933
G000429705	2	1239	91061	1385	186817	1386	254410
G000429725	2	1239	91061	1385	186817	1386	427072
G000429765	2	1224	28211	204455	31989	204456	220343
G000429785	2	1224	28216	206351	1499392	230666	230667
G000429825	2	1239	91061	1385	186822	329857	329858
G000429845	2	1224	28216	80840	80864	283	408558
G000429865	2	1224	28211	356	45401	1121251	1121252
G000429885	2	201174	1760	85006	85018	1862	1863
G000429905	2	1224	28221	213118	213119	218207	218208
G000429925	2	1224	28221	213118	213119	497742	340467
G000429945	2	1224	28221	213118	213121	893	231447
G000429965	2	1224	28221	213118	213121	893	160661
G000429985	2	1224	28221	213115	194924	872	47157
G000430005	2	1224	28221	213115	194924	872	159728
G000430025	2	976	117743	200644	49546	237	350894
G000430045	2	1297	188787	68933	188786	65551	52023
G000430485	2157	28890	183968	2258	2259	2263	913025
G000430505	2	976	768503	768507	1937962	1937963	997
G000430525	2	976	200643	171549	171552	838	28128
G000430545	2	976	117743	200644	49546	104267	104270
G000430585	2	1239	91061	1385	186823	29330	122960
G000430605	2	1239	909932	909929	1843490	151038	82376
G000430625	2	1239	91061	1385	186822	55079	278991
G000430645	2	976	117743	200644	49546	290174	987
G000430665	2	976	117743	200644	49546	290174	279356
G000430685	2	1239	91061	1385	186821	340096	340097
G000430705	2	201174	1760	85006	1268	1663	271431
G000430725	2	1224	28216	80840	506	312063	364039
G000430745	2	1239	91061	1385	186817	1329200	225985
G000430765	2	1239	91061	1385	186817	1386	356658
G000430785	2	1239	91061	1385	186817	1386	363872
G000430805	2	1224	28216	206351	1499392	551208	362520
G000430825	2	976	117743	200644	49546	59732	412438
G000430845	2	976	117743	200644	49546	59732	456299
G000430865	2	1297	188787	118964	183710	1298	317577
G000430885	2	1239	186801	186802	186807	1562	265477
G000430905	2157	28890	224756	2191	88404	2192	71518
G000430995	2	1239	186801	186802	31979	150333	53422
G000431015	2	976	200643	171549	171550	239759	1262696
G000431035	2	1239	186801	186802	31979	1485	1262781
G000431075	2	1239	0	0	0	0	1263030
G000431095	2	1239	186801	186802	186803	572511	1263061
G000431115	2	1239	186801	186802	31979	1485	1262834
G000431135	2	1239	186801	186802	31979	1485	1262825
G000431175	2	1239	186801	186802	31979	1485	1263064
G000431195	2	976	200643	171549	171552	838	1262923
G000431295	2	1239	909932	1843488	909930	904	1263033
G000431315	2	203691	203692	1643686	143786	29521	1262759
G000431355	2	1239	186801	186802	541000	1263	1262964
G000431415	2	1239	186801	186802	186804	1257	1263100
G000431435	2	1239	909932	1843489	31977	29465	1262980
G000431455	2	1224	28216	80840	995019	577310	1263099
G000431495	2	1239	0	0	0	0	1262993
G000431515	2	1239	186801	186802	31979	1485	1262830
G000431535	2	1239	186801	186802	31979	1485	1262831
G000431555	2	1239	186801	186802	31979	1485	1262794
G000431575	2	1239	0	0	0	0	1262992
G000431615	2	1239	0	0	0	0	1263021
